supercontig,mic_beg,mic_end,IES_ID,IES_size
supercont2.112,207108,210528,IES-00555-r7,3421
supercont2.112,222185,223307,IES-00557-r7,1123
supercont2.112,229993,239883,IES-00558-r9,9891
supercont2.112,257686,266817,IES-00559-r5,9132
supercont2.112,285706,294400,IES-00560-r11,8695
supercont2.112,301476,302905,IES-00561-r10,1430
supercont2.112,306503,310878,IES-00562-r14,4376
supercont2.112,315999,322579,IES-00563-r13,6581
supercont2.112,329439,331463,IES-00564-r12,2025
supercont2.112,336665,339602,IES-00565-r9,2938
supercont2.112,344853,350459,IES-00566-r7,5607
supercont2.113,29419,31674,IES-00567-r11,2256
supercont2.113,35326,41519,IES-00568-r22,6194
supercont2.113,45712,49319,IES-00569-r13,3608
supercont2.113,58998,61229,IES-00570-r12,2232
supercont2.113,81398,82699,IES-00571-r15,1302
supercont2.113,89106,91030,IES-00572-r21,1925
supercont2.113,126375,132156,IES-00573-r21,5782
supercont2.113,137465,137792,IES-00574-r16,328
supercont2.113,159787,162562,IES-00575-r12,2776
supercont2.113,188182,189786,IES-00576-r13,1605
supercont2.113,199350,204494,IES-00577-r10,5145
supercont2.113,207401,210098,IES-00578-r13,2698
supercont2.113,216072,217937,IES-00579-r16,1866
supercont2.113,235136,237454,IES-00580-r11,2319
supercont2.113,239537,241244,IES-00581-r16,1708
supercont2.113,257242,260042,IES-00582-r14,2801
supercont2.113,267565,271226,IES-00583-r6,3662
supercont2.113,273036,273931,IES-00584-r9,896
supercont2.113,275407,277438,IES-00585-r10,2032
supercont2.113,282642,284580,IES-00586-r11,1939
supercont2.113,285466,291642,IES-00587-r11,6177
supercont2.113,300613,303451,IES-00588-r9,2839
supercont2.114,5562,7374,IES-00591-r16,1813
supercont2.114,24167,36322,IES-00592-r4,12156
supercont2.114,50783,56894,IES-00593-r13,6112
supercont2.114,58116,63670,IES-00594-r4,5555
supercont2.114,70386,70845,IES-00595-r8,460
supercont2.114,73209,77968,IES-00596-r13,4760
supercont2.114,79047,79716,IES-00597-r12,670
supercont2.114,87499,92762,IES-00598-r11,5264
supercont2.114,95605,97914,IES-00599-r12,2310
supercont2.114,129708,134381,IES-00600-r11,4674
supercont2.114,136733,140467,IES-00601-r10,3735
supercont2.114,142324,153235,IES-00602-r21,10912
supercont2.114,155646,160435,IES-00603-r10,4790
supercont2.114,167932,171719,IES-00604-r16,3788
supercont2.114,174411,175598,IES-00605-r19,1188
supercont2.114,178069,181646,IES-00606-r11,3578
supercont2.114,206149,208214,IES-00607-r7,2066
supercont2.114,222215,226276,IES-00608-r15,4062
supercont2.114,240588,245091,IES-00609-r12,4504
supercont2.114,250544,253351,IES-00610-r18,2808
supercont2.114,256025,264214,IES-00611-r10,8190
supercont2.114,267873,277544,IES-00612-r16,9672
supercont2.114,280483,296055,IES-00613-r11,15573
supercont2.114,299501,309797,IES-00614-r15,10297
supercont2.114,312706,317231,IES-00615-r17,4526
supercont2.114,320006,320715,IES-00616-r10,710
supercont2.114,323303,326004,IES-00617-r17,2702
supercont2.115,14065,14300,IES-00618-r14,236
supercont2.115,17139,18502,IES-00619-r11,1364
supercont2.115,31199,33002,IES-00620-r12,1804
supercont2.115,50536,51615,IES-00621-r7,1080
supercont2.115,52851,56413,IES-00622-r4,3563
supercont2.115,63974,65420,IES-00623-r12,1447
supercont2.115,70535,77261,IES-00624-r14,6727
supercont2.115,88367,92794,IES-00625-r12,4428
supercont2.115,114932,116969,IES-00626-r13,2038
supercont2.115,123446,139602,IES-00627-r7,16157
supercont2.115,155324,165149,IES-00628-r13,9826
supercont2.115,167342,167833,IES-00629-r3,492
supercont2.115,171372,176529,IES-00630-r12,5158
supercont2.115,189676,196807,IES-00632-r7,7132
supercont2.115,200719,202911,IES-00633-r5,2193
supercont2.115,216678,219710,IES-00634-r9,3033
supercont2.115,244920,246630,IES-00635-r10,1711
supercont2.115,261626,263455,IES-00636-r10,1830
supercont2.115,269524,277435,IES-00637-r18,7912
supercont2.115,292277,295990,IES-00638-r10,3714
supercont2.115,304999,309251,IES-00639-r11,4253
supercont2.115,313136,318399,IES-00640-r19,5264
supercont2.115,320659,324684,IES-00641-r14,4026
supercont2.115,329924,333594,IES-00642-r12,3671
supercont2.116,5475,7354,IES-00643-r12,1880
supercont2.116,10586,13633,IES-00644-r6,3048
supercont2.116,14709,17908,IES-00645-r6,3200
supercont2.116,18954,22697,IES-00646-r6,3744
supercont2.116,34205,35819,IES-00647-r8,1615
supercont2.116,40411,44071,IES-00648-r15,3661
supercont2.116,46415,46859,IES-00649-r5,445
supercont2.116,48036,51816,IES-00650-r7,3781
supercont2.116,53412,60004,IES-00651-r7,6593
supercont2.116,62618,67157,IES-00652-r7,4540
supercont2.116,68074,79773,IES-00653-r6,11700
supercont2.116,80571,85316,IES-00654-r8,4746
supercont2.116,92918,96078,IES-00655-r8,3161
supercont2.116,98162,103373,IES-00656-r7,5212
supercont2.116,105635,113776,IES-00657-r4,8142
supercont2.116,121293,123235,IES-00658-r6,1943
supercont2.116,126767,139112,IES-00659-r8,12346
supercont2.116,148012,161905,IES-00660-r10,13894
supercont2.116,169331,176403,IES-00661-r5,7073
supercont2.116,179211,182951,IES-00662-r9,3741
supercont2.116,184630,200945,IES-00663-r10,16316
supercont2.116,203719,210035,IES-00664-r10,6317
supercont2.116,231993,241379,IES-00665-r9,9387
supercont2.116,255206,258184,IES-00666-r16,2979
supercont2.116,260105,262571,IES-00667-r13,2467
supercont2.116,272284,273417,IES-00668-r9,1134
supercont2.116,281722,285062,IES-00669-r11,3341
supercont2.116,293376,302163,IES-00670-r19,8788
supercont2.116,304346,305449,IES-00671-r11,1104
supercont2.116,325424,329503,IES-00673-r10,4080
supercont2.117,31794,38188,IES-00675-r10,6395
supercont2.117,70799,73046,IES-00676-r16,2248
supercont2.117,75882,78856,IES-00677-r12,2975
supercont2.117,134085,135937,IES-00678-r6,1853
supercont2.117,138523,140659,IES-00679-r15,2137
supercont2.117,163395,164583,IES-00680-r14,1189
supercont2.117,195500,195749,IES-00681-r7,250
supercont2.117,253558,256560,IES-00682-r8,3003
supercont2.117,265995,267718,IES-00683-r16,1724
supercont2.117,296492,299817,IES-00684-r9,3326
supercont2.118,11786,20479,IES-00685-r17,8694
supercont2.118,40190,40895,IES-00686-r15,706
supercont2.118,44724,48492,IES-00687-r13,3769
supercont2.118,61006,64074,IES-00688-r9,3069
supercont2.118,78112,79452,IES-00689-r7,1341
supercont2.118,81303,82399,IES-00690-r6,1097
supercont2.118,83293,84098,IES-00691-r18,806
supercont2.118,93195,93692,IES-00692-r9,498
supercont2.118,103890,108759,IES-00693-r12,4870
supercont2.118,133391,140394,IES-00694-r7,7004
supercont2.118,168368,169344,IES-00695-r8,977
supercont2.118,175648,177903,IES-00696-r13,2256
supercont2.118,180590,183691,IES-00697-r8,3102
supercont2.118,189030,192192,IES-00698-r13,3163
supercont2.118,197577,198099,IES-00699-r7,523
supercont2.118,207868,217661,IES-00700-r5,9794
supercont2.118,219494,224770,IES-00701-r13,5277
supercont2.118,225752,228383,IES-00702-r13,2632
supercont2.118,232475,235091,IES-00703-r14,2617
supercont2.118,246640,248510,IES-00704-r14,1871
supercont2.118,253725,256651,IES-00705-r14,2927
supercont2.118,259383,265809,IES-00706-r8,6427
supercont2.118,274172,278190,IES-00707-r12,4019
supercont2.118,284392,286786,IES-00708-r14,2395
supercont2.118,288876,291719,IES-00709-r20,2844
supercont2.118,293549,302033,IES-00710-r15,8485
supercont2.118,321316,326315,IES-00711-r7,5000
supercont2.119,987,14517,IES-00712-r7,13531
supercont2.119,16108,23041,IES-00713-r7,6934
supercont2.119,33393,34511,IES-00714-r6,1119
supercont2.119,36133,37848,IES-00715-r6,1716
supercont2.119,44261,50842,IES-00716-r9,6582
supercont2.119,84851,90754,IES-00717-r12,5904
supercont2.119,99622,102673,IES-00718-r7,3052
supercont2.119,106914,108851,IES-00719-r13,1938
supercont2.119,113603,115036,IES-00720-r22,1434
supercont2.119,138586,142058,IES-00721-r18,3473
supercont2.119,144793,148408,IES-00722-r12,3616
supercont2.119,185169,188210,IES-00723-r20,3042
supercont2.119,192593,199096,IES-00724-r8,6504
supercont2.119,202158,206165,IES-00725-r17,4008
supercont2.119,229814,231162,IES-00726-r9,1349
supercont2.119,234727,236150,IES-00727-r9,1424
supercont2.119,238230,240963,IES-00728-r12,2734
supercont2.119,246723,249033,IES-00729-r18,2311
supercont2.119,252072,255993,IES-00730-r18,3922
supercont2.119,271119,273388,IES-00731-r20,2270
supercont2.119,277450,279245,IES-00732-r14,1796
supercont2.119,300329,306307,IES-00733-r15,5979
supercont2.119,309466,310985,IES-00734-r12,1520
supercont2.119,312238,317380,IES-00735-r8,5143
supercont2.119,322132,323505,IES-00736-r10,1374
supercont2.119,336578,339252,IES-00737-r6,2675
supercont2.12,36056,38312,IES-00738-r14,2257
supercont2.12,44929,46457,IES-00739-r14,1529
supercont2.12,72066,73114,IES-00740-r23,1049
supercont2.12,78519,81590,IES-00741-r15,3072
supercont2.12,161723,163872,IES-00742-r14,2150
supercont2.12,178918,180582,IES-00743-r15,1665
supercont2.12,199664,200230,IES-00744-r14,567
supercont2.12,237536,243329,IES-00745-r8,5794
supercont2.12,261326,261985,IES-00746-r19,660
supercont2.12,356742,359005,IES-00747-r11,2264
supercont2.12,373432,377035,IES-00748-r12,3604
supercont2.12,384932,386360,IES-00749-r10,1429
supercont2.12,444550,447540,IES-00750-r3,2991
supercont2.12,474902,475931,IES-00751-r16,1030
supercont2.12,560111,565279,IES-00752-r10,5169
supercont2.12,570501,571315,IES-00753-r6,815
supercont2.12,580307,582097,IES-00754-r17,1791
supercont2.12,590026,591180,IES-00755-r20,1155
supercont2.12,611981,612807,IES-00756-r6,827
supercont2.12,615235,620324,IES-00757-r10,5090
supercont2.12,717714,718338,IES-00758-r25,625
supercont2.12,728076,730572,IES-00759-r15,2497
supercont2.12,771249,776495,IES-00760-r12,5247
supercont2.12,781004,785175,IES-00761-r7,4172
supercont2.12,795653,797235,IES-00763-r21,1583
supercont2.12,830525,832854,IES-00764-r16,2330
supercont2.12,867278,869079,IES-00765-r9,1802
supercont2.12,875096,876054,IES-00766-r12,959
supercont2.12,944495,947212,IES-00767-r13,2718
supercont2.12,967953,969010,IES-00768-r10,1058
supercont2.12,1046243,1049531,IES-00769-r10,3289
supercont2.12,1052380,1053248,IES-00770-r16,869
supercont2.12,1060916,1063184,IES-00771-r9,2269
supercont2.12,1068303,1072996,IES-00772-r8,4694
supercont2.12,1089627,1090847,IES-00773-r12,1221
supercont2.12,1092132,1095017,IES-00774-r8,2886
supercont2.12,1096118,1098712,IES-00775-r7,2595
supercont2.12,1111715,1113681,IES-00776-r17,1967
supercont2.12,1131280,1131853,IES-00777-r8,574
supercont2.12,1136470,1138135,IES-00778-r5,1666
supercont2.12,1186456,1189709,IES-00779-r18,3254
supercont2.12,1277917,1279235,IES-00781-r13,1319
supercont2.12,1335169,1337401,IES-00782-r9,2233
supercont2.12,1389455,1391798,IES-00783-r14,2344
supercont2.12,1397642,1400810,IES-00784-r14,3169
supercont2.12,1491626,1499517,IES-00785-r8,7892
supercont2.12,1501020,1502868,IES-00786-r12,1849
supercont2.12,1506028,1510870,IES-00787-r16,4843
supercont2.12,1515818,1519229,IES-00788-r13,3412
supercont2.12,1523635,1525113,IES-00789-r12,1479
supercont2.12,1528237,1531412,IES-00790-r16,3176
supercont2.12,1533990,1534383,IES-00791-r13,394
supercont2.12,1551243,1553804,IES-00792-r22,2562
supercont2.12,1564622,1565632,IES-00793-r18,1011
supercont2.12,1592265,1593212,IES-00794-r17,948
supercont2.12,1602163,1605071,IES-00795-r17,2909
supercont2.12,1618144,1619008,IES-00796-r14,865
supercont2.12,1629549,1632171,IES-00797-r15,2623
supercont2.12,1671775,1673949,IES-00798-r22,2175
supercont2.12,1684200,1691505,IES-00799-r10,7306
supercont2.12,1704452,1706551,IES-00800-r12,2100
supercont2.12,1707710,1710353,IES-00801-r12,2644
supercont2.12,1711722,1713944,IES-00802-r8,2223
supercont2.12,1716047,1718731,IES-00803-r12,2685
supercont2.12,1720287,1723980,IES-00804-r12,3694
supercont2.12,1735474,1736217,IES-00805-r14,744
supercont2.120,12008,12408,IES-00806-r16,401
supercont2.120,35438,39959,IES-00807-r17,4522
supercont2.120,51498,51944,IES-00808-r21,447
supercont2.120,60830,62384,IES-00809-r16,1555
supercont2.120,141670,145416,IES-00810-r10,3747
supercont2.120,160818,163564,IES-00811-r12,2747
supercont2.120,196053,198156,IES-00812-r19,2104
supercont2.120,236984,237797,IES-00813-r12,814
supercont2.120,243098,244566,IES-00814-r12,1469
supercont2.120,264534,267427,IES-00815-r17,2894
supercont2.120,288654,290638,IES-00816-r10,1985
supercont2.120,305700,307930,IES-00817-r9,2231
supercont2.121,24918,31707,IES-00818-r12,6790
supercont2.121,34822,37429,IES-00819-r10,2608
supercont2.121,50868,57243,IES-00820-r15,6376
supercont2.121,58859,59786,IES-00821-r15,928
supercont2.121,69729,72280,IES-00822-r9,2552
supercont2.121,91447,96246,IES-00823-r12,4800
supercont2.121,98190,99482,IES-00824-r14,1293
supercont2.121,135208,140086,IES-00825-r15,4879
supercont2.121,145707,149410,IES-00826-r18,3704
supercont2.121,153564,156935,IES-00827-r13,3372
supercont2.121,177779,183480,IES-00828-r16,5702
supercont2.121,204362,206811,IES-00829-r12,2450
supercont2.121,211010,220819,IES-00830-r12,9810
supercont2.121,226639,228623,IES-00831-r9,1985
supercont2.121,229063,233083,IES-00832-r12,4021
supercont2.121,235695,238185,IES-00833-r21,2491
supercont2.121,248991,253645,IES-00834-r14,4655
supercont2.121,264250,269041,IES-00835-r9,4792
supercont2.122,12591,14108,IES-00836-r18,1518
supercont2.122,18282,30530,IES-00837-r10,12249
supercont2.122,35362,40473,IES-00838-r13,5112
supercont2.122,86590,87690,IES-00839-r9,1101
supercont2.122,190369,192498,IES-00840-r16,2130
supercont2.122,202045,204656,IES-00841-r13,2612
supercont2.122,284510,285902,IES-00842-r16,1393
supercont2.123,18810,21091,IES-00843-r13,2282
supercont2.123,32273,34272,IES-00844-r14,2000
supercont2.123,42417,44988,IES-00845-r10,2572
supercont2.123,52129,54648,IES-00846-r12,2520
supercont2.123,61757,65398,IES-00847-r9,3642
supercont2.123,89899,91192,IES-00848-r12,1294
supercont2.123,98240,99072,IES-00849-r14,833
supercont2.123,109800,111189,IES-00850-r19,1390
supercont2.123,124879,126722,IES-00851-r11,1844
supercont2.123,132988,134708,IES-00852-r12,1721
supercont2.123,136567,138782,IES-00853-r15,2216
supercont2.123,141030,142933,IES-00854-r9,1904
supercont2.123,151815,154320,IES-00855-r6,2506
supercont2.123,155441,160652,IES-00856-r13,5212
supercont2.123,166355,167467,IES-00857-r16,1113
supercont2.123,176853,178191,IES-00858-r10,1339
supercont2.123,180788,182374,IES-00859-r19,1587
supercont2.123,199067,201667,IES-00860-r13,2601
supercont2.123,210963,212353,IES-00861-r20,1391
supercont2.123,214539,215544,IES-00862-r12,1006
supercont2.123,222317,227008,IES-00863-r8,4692
supercont2.123,240973,243213,IES-00864-r14,2241
supercont2.123,258279,276738,IES-00865-r4,18460
supercont2.123,285123,293735,IES-00866-r3,8613
supercont2.123,304902,314880,IES-00867-r13,9979
supercont2.124,33198,37169,IES-00868-r8,3972
supercont2.124,52251,59429,IES-00869-r12,7179
supercont2.124,74638,75087,IES-00870-r7,450
supercont2.124,76485,78227,IES-00871-r14,1743
supercont2.124,124683,128810,IES-00872-r21,4128
supercont2.124,129693,130740,IES-00873-r16,1048
supercont2.124,136995,140571,IES-00874-r17,3577
supercont2.124,143059,145664,IES-00875-r12,2606
supercont2.124,154897,157239,IES-00876-r13,2343
supercont2.124,160247,167339,IES-00877-r25,7093
supercont2.124,171546,174940,IES-00878-r12,3395
supercont2.124,179712,181465,IES-00879-r16,1754
supercont2.124,187252,194990,IES-00880-r8,7739
supercont2.124,197288,198566,IES-00881-r8,1279
supercont2.124,203272,213680,IES-00882-r9,10409
supercont2.124,218056,224932,IES-00883-r13,6877
supercont2.124,229827,251604,IES-00884-r11,21778
supercont2.124,264554,266700,IES-00885-r12,2147
supercont2.124,268708,273176,IES-00886-r13,4469
supercont2.124,276234,281491,IES-00887-r8,5258
supercont2.124,286969,293215,IES-00888-r17,6247
supercont2.124,299046,305533,IES-00889-r11,6488
supercont2.124,308127,312038,IES-00890-r11,3912
supercont2.125,727,23263,IES-00891-r12,22537
supercont2.125,32269,39843,IES-00892-r8,7575
supercont2.125,42581,45592,IES-00893-r14,3012
supercont2.125,48379,52384,IES-00894-r17,4006
supercont2.125,53758,56149,IES-00895-r11,2392
supercont2.125,57429,59021,IES-00896-r13,1593
supercont2.125,65526,68564,IES-00897-r14,3039
supercont2.125,90412,94683,IES-00898-r12,4272
supercont2.125,112958,114221,IES-00899-r6,1264
supercont2.125,116923,120402,IES-00900-r12,3480
supercont2.125,129157,139626,IES-00901-r13,10470
supercont2.125,146377,150722,IES-00902-r12,4346
supercont2.125,152832,157280,IES-00903-r7,4449
supercont2.125,161166,162201,IES-00904-r12,1036
supercont2.125,164241,175995,IES-00905-r9,11755
supercont2.125,182417,189237,IES-00906-r10,6821
supercont2.125,192912,197161,IES-00907-r9,4250
supercont2.125,199262,206487,IES-00908-r15,7226
supercont2.125,257004,267087,IES-00909-r5,10084
supercont2.125,282654,284874,IES-00910-r18,2221
supercont2.125,290179,292214,IES-00911-r3,2036
supercont2.126,27890,31405,IES-00912-r13,3516
supercont2.126,45646,46466,IES-00913-r12,821
supercont2.126,83121,85259,IES-00914-r18,2139
supercont2.126,95097,95692,IES-00915-r8,596
supercont2.126,100036,100910,IES-00916-r10,875
supercont2.126,114647,117297,IES-00917-r3,2651
supercont2.126,124390,128876,IES-00918-r6,4487
supercont2.126,133657,138264,IES-00919-r13,4608
supercont2.126,161618,165041,IES-00920-r7,3424
supercont2.126,177039,179458,IES-00921-r16,2420
supercont2.126,288781,290154,IES-00922-r14,1374
supercont2.127,15919,18429,IES-00923-r10,2511
supercont2.127,31755,35319,IES-00924-r9,3565
supercont2.127,42126,43782,IES-00925-r14,1657
supercont2.127,61283,63001,IES-00926-r16,1719
supercont2.127,69339,70820,IES-00927-r19,1482
supercont2.127,174889,175200,IES-00928-r5,312
supercont2.127,184346,187783,IES-00929-r18,3438
supercont2.127,198533,200731,IES-00930-r15,2199
supercont2.127,230388,232135,IES-00931-r17,1748
supercont2.127,246684,250164,IES-00932-r11,3481
supercont2.127,283344,285583,IES-00933-r5,2240
supercont2.128,45340,48773,IES-00934-r8,3434
supercont2.128,51271,62108,IES-00935-r8,10838
supercont2.128,63497,68659,IES-00936-r8,5163
supercont2.128,87916,90981,IES-00937-r12,3066
supercont2.128,105375,106969,IES-00938-r6,1595
supercont2.128,121767,122609,IES-00939-r22,843
supercont2.128,123811,127610,IES-00940-r16,3800
supercont2.128,134890,137791,IES-00941-r17,2902
supercont2.128,138650,141629,IES-00942-r9,2980
supercont2.128,143724,146744,IES-00943-r15,3021
supercont2.128,152588,154562,IES-00944-r6,1975
supercont2.128,159294,161645,IES-00945-r16,2352
supercont2.128,174617,178140,IES-00946-r10,3524
supercont2.128,194788,199247,IES-00947-r18,4460
supercont2.128,204932,211859,IES-00948-r8,6928
supercont2.128,212801,215894,IES-00949-r11,3094
supercont2.128,242853,244029,IES-00950-r8,1177
supercont2.128,247615,250762,IES-00951-r8,3148
supercont2.128,259527,264456,IES-00952-r17,4930
supercont2.129,29865,30569,IES-00953-r14,705
supercont2.129,51332,51818,IES-00954-r12,487
supercont2.129,55139,56140,IES-00955-r11,1002
supercont2.129,58715,61397,IES-00956-r12,2683
supercont2.129,68817,70058,IES-00957-r19,1242
supercont2.129,77598,79458,IES-00958-r11,1861
supercont2.129,101660,103828,IES-00959-r12,2169
supercont2.129,106025,111405,IES-00960-r7,5381
supercont2.129,114543,121188,IES-00961-r8,6646
supercont2.129,122504,124411,IES-00962-r5,1908
supercont2.129,129406,130176,IES-00963-r14,771
supercont2.129,142255,143562,IES-00964-r10,1308
supercont2.129,181046,184221,IES-00965-r11,3176
supercont2.129,196956,198098,IES-00966-r16,1143
supercont2.129,203919,211987,IES-00967-r6,8069
supercont2.129,213949,216661,IES-00968-r18,2713
supercont2.129,223002,228733,IES-00969-r8,5732
supercont2.129,245365,253844,IES-00970-r26,8480
